Id,Type,Created_At,Author,Content,User_Mentions,Roles_Mentions,Replied_User,Reference_Message,Reactions
994852177216544882,THREAD_CREATED,1657261642508,danielo#2815,data needs,,,,,
994847041274519584,THREAD_CREATED,1657260418004,WaKa#6616,Measures Meeting Outcomes,,,,,
994831148398149718,THREAD_CREATED,1657256628847,WaKa#6616,Meeting Location,,,,,
994731665970700411,THREAD_CREATED,1657232910388,Ene SS Rawa#0855,machine learning,,,,,
994719176071598161,DEFAULT,1657229932564,katerinabc#6667,I came across a paper about detecting conflict in communities using sentiment analysis. Now that would be cool. Unfortunately it relied on supervised machine learning and would need quite a lot of human involvement before being a good model 🙃,,,,,
994717719301722162,THREAD_CREATED,1657229585243,katerinabc#6667,Measuring Sense of Community,,,,,
994675486099783841,REPLY,1657219516063,paulofonseca#1987,"don't worry at all... changing the meeting location is not a problem... I also just changed a meeting location today like... 5 minutes before the meeting started... the thing is that that made me realize that the process of updating a meeting location is not that simple... and so I took the opportunity to share it and educate about it... it the tools would be better designed, this would not be a problem.. until then... we need to keep patching it with processes and guidelines....",,,Ashish G#1920,994658549294694571,"WaKa#6616,✅"
994658549294694571,REPLY,1657215478014,Ashish G#1920,"Noted paulofonseca#1987 Today was my bad, i suggested connecting in Google Meet instead of the meeting room, just about 30 mins before our meeting was scheduled to start",paulofonseca#1987,,paulofonseca#1987,994565616717529090,
994565616717529090,DEFAULT,1657193321161,paulofonseca#1987,"hey people in @here I just wanted to ask you to be mindful of the event's locations for the events you create for this project. 
So, what has been happening is that every time you create a new event, by using the sesh /create command in <#969982517027422228> Sesh will assume, by default, that the event's location will be in the Meeting room voice channel, because that's the default voice channel for all new sesh events in RnDAO. Sesh then creates the native discord event which will be shown in the native discord sidebar and send people to the specified location at the time of the event, where they can click the big green [ Join ] button at the top.

In the case of projects, calls should happen in the Meeting room (projects) voice channel. Which means that every time you create a new sesh event, you need to override the default location of the Meeting room voice channel. To do that, you can still create the event as usual, by using the /create sesh command, but then you need to edit that newly created event, go to the web browser and change its location to be the Meeting room (projects) voice channel. 

This is also true if you decide to change the location of the call to any other platform, like Google Meet, like it happened just now. You will also need to edit the sesh event and specify that the call event will happen, not in one of our discord voice channels, but in an external service, and add the call link in there.

This is important to avoid what just happened, where for this ""Proposed measures for Aragon"" event, some people were in the Meeting room voice channel, because that one was the default location on the sesh and discord event, some people were on the Meeting room (projects) channel, because that is the usual place for project calls, and some people were on the google meet link, outside of discord.

I think katerinabc#6667 has been the one creating events for community analytics, so Katerina, if you need any help with this, reach out to me and we'll figure it out.",katerinabc#6667,,,,"Fabs#8423,katerinabc#6667,💯&WaKa#6616,danielo#2815,🙏"
994543981172113423,THREAD_CREATED,1657188162845,katerinabc#6667,Measures meeting,,,,,
994533978721755217,DEFAULT,1657185778075,Ashish G#1920,"Here is the page for today's meeting. We can import it to RnDAO's notion after the meeting

https://sumptuous-baseball-749.notion.site/Meeting-on-7th-July-2022-Aragon-deliverables-b32ce88af4594056903aa6549074126b",,,,,
994532602193133628,DEFAULT,1657185449885,Ashish G#1920,"Can we do today's call in Google meet please. Discord can be buggy when i am doing a screen share of  Miro  Here is the link to the meeting
Video call link: https://meet.google.com/vfq-vktm-ppn

@Community Analytics - Lead @Community Analytics- Contributor @Community Analytics - Supporter",,"@Community Analytics - Lead,@Community Analytics- Contributor,@Community Analytics - Supporter",,,"danielo#2815,katerinabc#6667,👍"
994305870596943908,THREAD_CREATED,1657131392860,Ene SS Rawa#0855,Survey bot DM,,,,,
994243969284329512,DEFAULT,1657116634437,danielo#2815,"Also, just did a User Research call with James from Aptos (layer 1 blockchain), notes here: https://intelligent-glove-386.notion.site/James-s-interview-about-Orbit-6-July-2022-bfe0cef38f63406f92b3855075a7f76d",,,,,"WaKa#6616,Ashish G#1920,👍"
994243870432952340,DEFAULT,1657116610869,danielo#2815,We just launched the survey bot test. Please let us know in 1h if you don't receive a DM from the bot,,,,,
994187481752813629,DEFAULT,1657103166760,MEE6#4876,"GG katerinabc#6667, you just advanced to level 13!",katerinabc#6667,,,,
994187479500476467,DEFAULT,1657103166223,katerinabc#6667,"Two meetings have been scheduled for the project. Please check <#969982517027422228>, mark as 'interested to attend' to get notified when the event start (as a reminder, you can also include the RnDAO calendar in your personal calendar)

1. Thursday 7th July, 10-11 UTC: Proposed measures for Aragon
2. Wednesday 13th July, 1pm UTC: Community Analytics Retrospective",,,,,"WaKa#6616,👌"
993912634309099674,THREAD_CREATED,1657037638023,katerinabc#6667,thread on tools,,,,,
993875796307488901,REPLY,1657028855159,thegadget.eth#3374,"Ok It was notion page let me find it, will send you here",,,Ashish G#1920,993840805800329266,
993840805800329266,DEFAULT,1657020512772,Ashish G#1920,"thegadget.eth#3374 I think you had initiated a thread on tools and the data they make available. My memory is that katerinabc#6667 had suggested this is a meeting and you had started the thread. 

Just checking as i cannot seem to find it. As we get into measures, it will help to understand what data can be pulled out","thegadget.eth#3374,katerinabc#6667",,,,"WaKa#6616,👌"
993811006197334111,THREAD_CREATED,1657013407993,danielo#2815,scheduling,,,,,
993807119365177355,DEFAULT,1657012481300,katerinabc#6667,danielo#2815 and Ashish G#1920 You both have lettuce meets currently running for this group with overlapping time frame. Both lettucemeets included this Thursday & Friday.,"danielo#2815,Ashish G#1920",,,,
993788652595466300,REPLY,1657008078479,Ashish G#1920,@Community Analytics - Lead @Community Analytics- Contributor @Community Analytics - Supporter Please add your availability,,"@Community Analytics - Lead,@Community Analytics- Contributor,@Community Analytics - Supporter",Ashish G#1920,993540953098948618,
993779280800653353,THREAD_CREATED,1657005844069,danielo#2815,Message Bot test,,,,,
993605403436929150,THREAD_CREATED,1656964388475,danielo#2815,competition mapping,,,,,
993590962708291727,DEFAULT,1656960945537,Ashish G#1920,"Btw, do we need to do a competition mapping in preperation to sharing the framework with Aragon community. Just in case we expect questions in us vs. other solutions in the market",,,,,
993585379519238304,DEFAULT,1656959614401,Ashish G#1920,"Sure, that sounds good",,,,,
993541513843855460,REPLY,1656949156009,Fabs#8423,If you would like i can create a DM between us all and make introductions,,,Ashish G#1920,993541384277602354,"MrSmith#7206,danielo#2815,❤️"
993541384277602354,REPLY,1656949125118,Ashish G#1920,"Thanks Fabs#8423 
danielo#2815 how do you suggest I connect with them. I am ok dropping them a message in Aragon discord. Or if you think it is more appropriate, you can do the connect","Fabs#8423,danielo#2815",,Fabs#8423,993527794392891542,"WaKa#6616,👌"
993540953098948618,DEFAULT,1656949022317,Ashish G#1920,"Sharing lettuce meet, for the meeting on what we will deliver to Aragon in terms is measures, index,  predictors 

https://lettucemeet.com/l/r6pe3",,,,,"WaKa#6616,👌"
993527794392891542,DEFAULT,1656945885037,Fabs#8423,"Aragon People guild leads: 
Max: MaxCaspar#6907
Shawn : shawnzywonzie#4546",,,,,
993527222969307198,DEFAULT,1656945748799,Fabs#8423,"Aragon Survey: hi everyone, I've been working with the dGov (governance) team at Aragon to do a survey on this topic with the community and capture some action points. Today I was working on putting this report together and I have a draft 1 to share. If you would like to check it out or have some feedback please check here: 
https://docs.google.com/presentation/d/1WGcgVno_VMi-1Z3Koe-FhguEvPoahk4V/edit?usp=sharing&ouid=100748091837332524822&rtpof=true&sd=true",,,,,
993482787589984356,DEFAULT,1656935154579,Ashish G#1920,Thanks danielo#2815 and the team. Appreciate it and looking forward to  a lot more fun and interesting work,danielo#2815,,,,"Elaheh#4125,🙌&WaKa#6616,💪&DavidRAllen#0228,WaKa#6616,💯"
993478743349788722,REPLY,1656934190357,danielo#2815,proposal passed! adding Ashish G#1920 as contributor now,Ashish G#1920,,danielo#2815,992175156468396042,
993478392961847397,DEFAULT,1656934106818,danielo#2815,"Monthly Retrospective:
we're due a recap on how things are doing. Please fill your availabilities 🙂 (I'l also create form for those who can't attend sync)

https://lettucemeet.com/l/op82M",,,,,"MrSmith#7206,👍&MrSmith#7206,katerinabc#6667,✅"
993421419880927324,THREAD_CREATED,1656920523377,thegadget.eth#3374,Async meeting,,,,,
993417661860024390,THREAD_CREATED,1656919627395,thegadget.eth#3374,Last week report,,,,,
993239359065166140,THREAD_CREATED,1656877116696,noturhandle#0510,Polygon Grant,,,,,
993212581609230428,THREAD_CREATED,1656870732453,katerinabc#6667,Weekly meeting,,,,,"WaKa#6616,👌"
993129337224188044,REPLY,1656850885445,katerinabc#6667,Do you mind sharing the link to the post on the polygon forum? I can't (quickly) find it https://forum.polygon.technology/c/ecosystem-discussions/grants/11,,,noturhandle#0510,992420205026344980,
993126926250160128,THREAD_CREATED,1656850310624,katerinabc#6667,Definition of community health,,,,,"WaKa#6616,👌"
993096993301856306,REPLY,1656843174053,WaKa#6616,You are amazing! Thanks  💪  💯,,,noturhandle#0510,992420205026344980,
993032631094620201,REPLY,1656827828907,Ashish G#1920,"I had retweeted your post. See some people joining. It's a nice idea, we are now perhaps at a stage where we can start sharing and engaging",,,danielo#2815,992836240443445349,
992836240443445349,DEFAULT,1656781005727,danielo#2815,Oh nice. I just tweeted something about community and put the link :),,,,,"Elaheh#4125,🐦&MrSmith#7206,WaKa#6616,noturhandle#0510,Ashish G#1920,katerinabc#6667,🔥&WaKa#6616,👌"
992830908971356291,DEFAULT,1656779734605,Ashish G#1920,Wow danielo#2815 where did you push the Telegram group link today. Lots of new people joining in. Nice to see it,danielo#2815,,,,
992785165862580234,DEFAULT,1656768828598,noturhandle#0510,"It’s a cool product, very polished.",,,,,
992699074283327568,DEFAULT,1656748302766,katerinabc#6667,https://twitter.com/forefront__/status/1536754854370189318?s=21&t=a7cQFszZbkstbO30zwNhWQ,,,,,
992434499319246998,DEFAULT,1656685223179,noturhandle#0510,"Congrats, everyone. It's not entirely clear what they expect in exchange but I'll find out.",,,,,"Ashish G#1920,RayKanani#0819,katerinabc#6667,✨&WaKa#6616,✅"
992421989497184277,REPLY,1656682240605,katerinabc#6667,"Thank you noturhandle#0510 for your work, and congrats to the team!",noturhandle#0510,,noturhandle#0510,992420205026344980,"RayKanani#0819,💜&WaKa#6616,Ashish G#1920,👍"
992421494930034780,REPLY,1656682122691,Ashish G#1920,Great. Congrats to you and the team,,,noturhandle#0510,992420205026344980,
992420205026344980,DEFAULT,1656681815154,noturhandle#0510,"From Polygon:
> Hi Real-Time Community Health! On behalf of the Polygon DAO, we’d like to congratulate your efforts as we are awarding your team with a 5000 $USDC grant. Again, congrats and thank you for building on the Polygon network. We are excited to work together as we see your team grow!",,,,,"Fabs#8423,MrSmith#7206,WaKa#6616,Ashish G#1920,danielo#2815,RayKanani#0819,katerinabc#6667,Ene SS Rawa#0855,🔥&WaKa#6616,paulofonseca#1987,RayKanani#0819,🙌&WaKa#6616,👌"
992175156468396042,DEFAULT,1656623391025,danielo#2815,"Proposal: add Ashish G#1920  as Contributor

Please react to this proposal according to our process:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting",Ashish G#1920,,,,"MrSmith#7206,DavidRAllen#0228,Drea#4787,Ashish G#1920,sepehr#3795,danielo#2815,katerinabc#6667,sandeepdas#2062,🤙&Fabs#8423,👍"
991730502979567807,DEFAULT,1656517377372,paulofonseca#1987,"🥂 celebrate a little! 
Aragon's 30k are in: https://gnosis-safe.io/app/eth:0x4A62ec005ad047FfE3Ab7828f050aD531DC86891/transactions/ethereum_0x4A62ec005ad047FfE3Ab7828f050aD531DC86891_0x67294d2699291c93e9c179a103768a1a6c20455a457bcd5d4d9b94a6ed51d49b_0xd63367ced9100220",,,,,"RayKanani#0819,sandeepdas#2062,✨&Elaheh#4125,💃&WaKa#6616,danielo#2815,💪&Fabs#8423,MrSmith#7206,danielo#2815,🥂&WaKa#6616,👌"
991665439442735164,DEFAULT,1656501865016,Ashish G#1920,"Action items from the meeting today on Critical Assumptions

1. To see if any more points from the assumptions tableneed to be added to the user research discussion guide. To be actioned by Fabs#8423 , MrSmith#7206 and Ashish

2. For next discussion, the team will focus on generating more clarity and agreement around the questions under 2.a. 

On a separate note. As a follow up from Monday's weekly meeting. katerinabc#6667 , MrSmith#7206 and Ashish will be working on a summary of conceptual paper, identifying and linking the key facets. This work will be attempted in the later part of this week. The discussion on this workstream is expected to cover some of the questions under #2 above. The rest can be picked up perhaps in the coming week","Fabs#8423,MrSmith#7206,katerinabc#6667,MrSmith#7206",,,,"MrSmith#7206,WaKa#6616,katerinabc#6667,✅"
991471879011450900,REPLY,1656455716613,WaKa#6616,"RnDAO basic business setup will stand further finetuning, but these steps are living proof that the enterprise is chugging along! 💪  ✅",,,danielo#2815,991297210140610620,"danielo#2815,💪"
991450813685837959,THREAD_CREATED,1656450694248,Fabs#8423,Revised questions for user interviews - ...,,,,,
991297210140610620,DEFAULT,1656414072309,danielo#2815,"The transfer from Aragon to RnDAO was just scheduled, it has a 5 days delay (during which it could be challenged in Court) but all things normal, we'll receive the 30k this weekend 🙂",,,,,"Fabs#8423,DavidRAllen#0228,WaKa#6616,noturhandle#0510,Ashish G#1920,Ene SS Rawa#0855,👍&Fabs#8423,MrSmith#7206,WaKa#6616,noturhandle#0510,Elaheh#4125,katerinabc#6667,Ene SS Rawa#0855,🎉&WaKa#6616,💯"
991297143811878947,THREAD_CREATED,1656414056495,Ashish G#1920,Meeting on key assumptions,,,,,
991286465868865616,DEFAULT,1656411510675,Ashish G#1920,"As discussed yesterday, i have refreshed the  list of questions for conversations with DAO leaders. It incorporates last week's  discussion on user research & the key assumptions

MrSmith#7206 , Fabs#8423 Please add / edit . danielo#2815 , for your reference

https://www.notion.so/Revised-questions-for-user-interviews-Ashish-28-June-2022-b4d6b744086f4fa5bf7ffcd2157c610a","MrSmith#7206,Fabs#8423,danielo#2815",,,,
991277167315001414,DEFAULT,1656409293727,katerinabc#6667,Meeting scheduled Wed 28th at 10:30 UTC to talk about key assumptions (check <#969982517027422228>). Ashish G#1920 is going to facilitate the call,Ashish G#1920,,,,
990942488116232192,THREAD_CREATED,1656329499988,katerinabc#6667,June 27th call,,,,,
990618581446316057,THREAD_CREATED,1656252274620,katerinabc#6667,Low trust,,,,,
989852269631660103,REPLY,1656069571646,Ashish G#1920,"@Community Analytics - Lead @Community Analytics- Contributor @Community Analytics - Supporter during today's call on user research we discussed the following next steps on the list of key assumptions

1. Team to work async. Fill up their inputs on the notion page

2.  We then meet next week to discuss and finalize the list. The list can then feed into other workstreams such as user research. Sharing a Lettuce Meet link to indicate your availability for the meeting

https://lettucemeet.com/l/qn9Db",,"@Community Analytics - Lead,@Community Analytics- Contributor,@Community Analytics - Supporter",Ashish G#1920,989526833886277704,
989540102302736384,DEFAULT,1655995145155,RayKanani#0819,"Hey Team, 

I thought I'd share some interesting findings based on a trust survey I and a friend have been prototyping with DAO teams. More info on the survey and reason behind it here https://discord.com/channels/915914985140531240/939512862492205056/986813312295645184

Team members are completing the survey and indicating high trust in a lot of different areas except for one. The area that currently indicates low trust is team members giving each other feedback.

Both of these questions come back with rarely or sometimes as the most popular response.
- Team members call out one another’s deficiencies or unproductive behaviors.
- Team members challenge one another about their plans and approaches.

Maybe something to think about when assessing community health. Artificial harmony might be something many communities struggle with without knowing it's a problem

https://www.jibc.ca/sites/default/files/community_social_justice/pdf/cl/Artificial_Harmony_Destroys_Teamwork.pdf",,,,,"MrSmith#7206,danielo#2815,Elaheh#4125,katerinabc#6667,Ene SS Rawa#0855,💜"
989526833886277704,DEFAULT,1655991981718,Ashish G#1920,"Hi Everyone, Sharing a idea with the team. It can be helpful to make  a list of key assumptions on which our concept and business plan will be built. This can potentially have multiple benefits

- Makes us think in more detail on the inherent assumptions we are using
- Try and avoid bad surprises as we hit the market
- Hels with cross team collab. e.g. product team can identify the data points that need to checked in market research

I have populate a few fields to give an idea of what I am suggesting. If this approach makes sense, we can do a 1 hour workshop early next week, where we can discuss and populate the table 

https://www.notion.so/Key-Assumptions-e9e192129b0740b885cf1d11519bffe1",,,,,
989257732953616385,DEFAULT,1655927823056,danielo#2815,https://twitter.com/saulthorin/status/1539631878449291266?t=GIatXgAAqKKil3guFNxEIg&s=19,,,,,"MrSmith#7206,WaKa#6616,katerinabc#6667,✅"
989163161611567124,THREAD_CREATED,1655905275491,danielo#2815,Structure of Conceptual Framework paper,,,,,
989160978144960605,THREAD_CREATED,1655904754912,Ene SS Rawa#0855,Lidar community analytics,,,,,
989157359769239636,THREAD_CREATED,1655903892224,danielo#2815,summary of user research,,,,,
989150026037084190,DEFAULT,1655902143726,Fabs#8423,"MrSmith#7206 Ashish G#1920 danielo#2815 thegadget.eth#3374 katerinabc#6667 -- Last night I had a bit of time to look at the summary of the interviews and write down some thoughts and ideas as a summary aimed at understanding how community managers viewed their community and consequently its health. 

I would love your feedback 🙂 

https://www.notion.so/Fabs-Notes-ad45c307060f4f0caa741de2ad716110","MrSmith#7206,Ashish G#1920,danielo#2815,thegadget.eth#3374,katerinabc#6667",,,,"WaKa#6616,thegadget.eth#3374,👌"
989120743495311360,DEFAULT,1655895162224,MrSmith#7206,"Hi team, is anyone familiar with Lidar from Boolean Labs? https://getlidar.xyz/

They're building a community analytics platform",,,,,
989117660824473651,REPLY,1655894427258,danielo#2815,passed with 3/3 🤙,,,danielo#2815,988488107936612392,"MrSmith#7206,🙌"
988488107936612392,DEFAULT,1655744330153,danielo#2815,"**Proposal: add MrSmith#7206 as Contributor**
the team currently only includes katerinabc#6667 and me as @Community Analytics - Lead and thegadget.eth#3374 as @Community Analytics- Contributor. But as we advance implementing the proposal that was voted on for roles (<https://intelligent-glove-386.notion.site/Team-Roles-vision-b19e559b05d547c9a85e5ce5d8781027>), we need to formalise our roles more.

So this proposal suggests adding Armand to the team
(note that only Katerina, The Gadget and my vote count atm. Others can still vote but it's not officially valid. The idea is precisely to add everyone else who's committing to ongoing contributions)

Please react to this proposal according to our process:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting","MrSmith#7206,katerinabc#6667,thegadget.eth#3374","@Community Analytics - Lead,@Community Analytics- Contributor",,,"MrSmith#7206,Ashish G#1920,danielo#2815,katerinabc#6667,thegadget.eth#3374,🤙&DavidRAllen#0228,WaKa#6616,👍"
988452184502964285,DEFAULT,1655735765339,Dework#9886,noturhandle#0510 danielo#2815,"noturhandle#0510,danielo#2815",,,,
988440651395919883,DEFAULT,1655733015632,Dework#9886,,,,,,
988440120950681670,DEFAULT,1655732889164,Dework#9886,danielo#2815,danielo#2815,,,,
988383364249706576,THREAD_CREATED,1655719357312,danielo#2815,Welcome back!,,,,,
988383075186667581,DEFAULT,1655719288394,danielo#2815,"On the topic of community trust

This paper suggests it's a better predictor of community engagement than sense of community!

https://link.springer.com/article/10.1007/s11205-019-02114-y
cc RayKanani#0819 katerinabc#6667","RayKanani#0819,katerinabc#6667",,,,"RayKanani#0819,✨"
988112366371745924,DEFAULT,1655654746383,Ene SS Rawa#0855,I just got back from my holiday and I'm excited to catch up on the progress that you've made. I'm looking forward to joining the call tomorrow. Thanks for scheduling it at a time that allows me to participate.,,,,,"WaKa#6616,Elaheh#4125,🙌"
987639389016440902,DEFAULT,1655541979794,danielo#2815,"This looks like a good read for us (putting it here to check later: The best HR & People Analytics articles of May 2022
https://www.linkedin.com/pulse/best-hr-people-analytics-articles-may-2022-david-green-)",,,,,"MrSmith#7206,🙌"
987328743443943487,THREAD_CREATED,1655467916118,WaKa#6616,Filecoin,,,,,
987318868819185664,DEFAULT,1655465561824,noturhandle#0510,"Hey Daniel, I’ll post an update this afternoon.",,,,,"danielo#2815,🙏"
987312039603109908,DEFAULT,1655463933612,danielo#2815,Hey noturhandle#0510 any news with the Polygon submitted proposal or submitting to File Coin?,noturhandle#0510,,,,
987135079216185446,DEFAULT,1655421742968,MEE6#4876,"GG MrSmith#7206, you just advanced to level 6!",MrSmith#7206,,,,
987135077085491210,DEFAULT,1655421742460,MrSmith#7206,sandeepdas#2062 did you check your DMs? Or was it in the project meeting room chat?,sandeepdas#2062,,,,
987126446495518720,DEFAULT,1655419684767,sandeepdas#2062,Hi MrSmith#7206 these threads are confusing me a bit. You created something in Notion in the user research summary and asked me to look into it in a post. Now I can't find your post amongst all these threads. Can you point me towards your post?,MrSmith#7206,,,,
987006202808500234,THREAD_CREATED,1655391016438,katerinabc#6667,Change Q2 in the conceptual framework,,,,,
986932804917026856,DEFAULT,1655373517017,Fabs#8423,note time is 4:30pm CET,,,,,
986932759668854794,DEFAULT,1655373506229,Fabs#8423,Possibly interesting to join?,,,,,
986855611486593098,THREAD_CREATED,1655355112669,thegadget.eth#3374,active viewers,,,,,
986855391390490704,THREAD_CREATED,1655355060194,danielo#2815,Social Capital,,,,,
986844897850036244,THREAD_CREATED,1655352558339,danielo#2815,"Empowerment, Agency, Autonomy & Sovereignty",,,,,
986566974907748362,DEFAULT,1655286296346,danielo#2815,"With this link, you can collaborate in the doc, we're starting to draft, summarise and organise, although this is still a very messy stage.
Would be great to have your support in reading the doc and helping us incorporate the rich discussion we've been having
https://docs.google.com/document/d/1TjPQnQQUPm5QpqctIBJApZg0fmvOwL-n61FG8OUU1tk/edit?usp=sharing",,,,,
986566541166383185,DEFAULT,1655286192934,danielo#2815,"After a quick chat with katerinabc#6667 yesterday, we migrated the conceptual framework work to google docs (as an experiment to allow us to edit better thanks to suggestions. Curious about your thoughts on that moving forward)",katerinabc#6667,,,,
986556788147118080,DEFAULT,1655283867633,danielo#2815,"thegadget.eth#3374 is it possible to gather data about 'active lurkers' (gather data of accounts visiting the server and reading messages, even if they don't interact)?

This seems very important for us to quantify the top of funnel",thegadget.eth#3374,,,,"WaKa#6616,thegadget.eth#3374,👍"
986401983525175328,THREAD_CREATED,1655246959335,danielo#2815,objectives of community managers,,,,,
986398330395430982,DEFAULT,1655246088361,MrSmith#7206,"For those interested in the user interviews that were done so far, I extract the key words from each interview across 7 questions:
- What's their role?
- What are their objectives?
- What challenges do they face?
- What tools / metrics are they currently using to measure their community?
- What is the definition of their community?
- What solutions are they currently using to solve their challenges?
- What solutions would they like to see?

-> you can find the table at the bottom of this page: https://www.notion.so/User-Research-Insights-0e2f706e4c924f9481a5582f4574e679

And how can we use this? I interpreted those answers for the objectives and counted how many times each theme was coming up, and we get the following distribution: (see attached)

Could do the same for the others but haven't had time yet. Let me know if you find it useful. I think at scale it allows us to quantify some of those ad-hoc feedback so could be interesting to continue.",,,,,"WaKa#6616,danielo#2815,RayKanani#0819,❤️&WaKa#6616,✅"
986087038933692438,THREAD_CREATED,1655171870693,danielo#2815,Engagement Cloud,,,,,
986080363556253699,THREAD_CREATED,1655170279159,danielo#2815,sovereignty,,,,,
986011564232552528,DEFAULT,1655153876122,MrSmith#7206,"Hi all, a comment from Ashish G#1920 earlier today on the call made me think of a model on how to represent community engagement. 

Basically, working in web3 vs web2 is:
- going from a binary state of engagement (employment) to a multi-level ranking system
- going from **DISCRETE** to **CONTINUOUS** values.
- bonding community engagement with the organisation’s productivity (no engagement, no work done)

And the **Engagement Cloud Model** proposes to measure the Engagement Cloud Score as the result of the addition of all the in and out flows between each engagement layer of a community.

Here's the link for more details:
https://succulent-event-8c7.notion.site/Engagement-Cloud-Model-db1dd8de60af4d71be8bc45dda9f31ca

Let me know what you think!",Ashish G#1920,,,,"WaKa#6616,👍"
985952539746906184,REPLY,1655139803588,Technoshaman#5921,"It's not an academic, paper, only a blog where I through in a couple of ideas that reflect two public events I organized about this object, last month. A more formal paper is in the works.",,,Technoshaman#5921,985951879345373244,
985951879345373244,DEFAULT,1655139646136,Technoshaman#5921,"In the ""What is DAO Community Health?"" block, the Conceptual Foundations doc. is asking:

> What other perspectives are needed?
> 
I copy here what I replied there because Discord is a more suitable medium to explore it if there's interest.

> Wouldn’t the 3-vector dimensions of collective sovereignty that I [George] referenced here https://futurehow.site/reflections/growing-personal-collective-sovereignty-a-condition-of-regenerative-impact/ be a useful lens to look at community health?",,,,,"danielo#2815,❤️"
985908180150280192,DEFAULT,1655129227436,danielo#2815,"Interesting project in the similar space as us: 
https://www.deepresearch.fyi/",,,,,"paulofonseca#1987,👀&WaKa#6616,👌"
985863037716156457,DEFAULT,1655118464641,Fabs#8423,Work done on the bounty for Data and Insights with Aragon (Fabs' team within Aragon) : https://www.notion.so/S1-Bounty-Organization-91d1d52b1c714e5e9d3f23fffcdf69bd,,,,,
