Id,Type,Created_At,Author,Content,User_Mentions,Roles_Mentions,Replied_User,Reference_Message,Reactions
995831129007456416,DEFAULT,1657495042803,RayKanani#0819,"**Proposal: Add channel for requesting and accepting paid facilitator role for gatherings**

As RnDAO uncovers the power of a compassionate, curious and capable facilitator, I'd like to propose a way to request and compensate facilitation within RnDAO (facilitation as a service).

This proposal asks that those who commit 🤙  are available for a 2 hour facilitated ideation session ran by myself to explore what this might look like within RnDAO.

Please note, although what we ideate on might eventually translate to a facilitation as a service offering outside of RnDAO, this proposal is purely for within RnDAO to start.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"DavidRAllen#0228,Drea#4787,paulofonseca#1987,danielo#2815,🤙&danielo#2815,☝️"
995829424035475516,DEFAULT,1657494636306,RayKanani#0819,"**Proposal: Add Humane Vibez as top-level Discord channel and add proposed sub-channels**

In our pursuit to learn and live humane collaboration, I'm proposing a new top-level Discord channel within RnDAO called Humane Vibez.

**Within this parent channel I'm proposing the following:**
- we move the Vibez-room to under this parent channel
- we move <#920707473369878589> to under this parent channel and rename to learning. This space would be for members to share what they're currently learning about themselves, each other and the world
- we create a channel called **Energy** that creates space for members to share what and who they have energy for in the moment, day, week or season

(new) **Structure and access:**
The placement of this top-level channel/folder is as follows
🔽Humane Vibez
🔽Discover
🔽Contribute
🔽Projects
🔽DAO Work
🔽Archived

Access to this folder/channel will be granted to those with @New Contributors (pending onboarding) 

**Expected outcomes:**
- Increased pariticipate in Vibez related sharing and collaboration
- Members are able to connect and support each other through increased visibility into energy levels and desired intentions

**Learning loop:**
- If this proposal passes, I will schedule a retrospective 1 month after implementation for us to evaluate if the expected outcomes are occurring. If they are not, this proposal will be reverted.

**Please react to this proposal** (please see longer emoji explanations in proposal above, deleted from this due to character limit):
🤙 I commit
👍 I consent
☝️ I have a suggestion
✋ I object
🔸 I am not comfortable voting",,@New Contributors (pending onboarding),,,"DavidRAllen#0228,Drea#4787,paulofonseca#1987,danielo#2815,🤙&Technoshaman#5921,☝️&Elaheh#4125,👍"
994992776057991202,THREAD_CREATED,1657295163884,danielo#2815,.,,,,,
994931046657294366,REPLY,1657280446448,paulofonseca#1987,"This proposal has passed with 1 🤙 vote, 10 👍 votes, and 1 ☝️ vote which is not really a suggestion to the proposal... 🙂 I will execute this now.",,,paulofonseca#1987,993984859708080268,
994921273442447426,THREAD_CREATED,1657278116332,paulofonseca#1987,Miro Board Restructure,,,,,
994918628258492456,DEFAULT,1657277485671,danielo#2815,"**Proposal: restructure the Miro board**

The master Miro board is great for transparency but it has become unworkable (multiple people, eg thegadget.eth#3374 Ashish G#1920 myself) struggle to use it as it's too heavy.

This proposal suggest moving to a more scalable structure where we keep the Miro board with columns for each Unit but instead of putting the content directly there, the ""master board"" links to Unit-specific boards. Essentially making the current board into a sort of index of Unit boards.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it","thegadget.eth#3374,Ashish G#1920",,,,"Drea#4787,paulofonseca#1987,talktoricardo#7252,🤙&Elaheh#4125,👍"
994869599642337311,REPLY,1657265796338,danielo#2815,"This proposal is passed with 5 🤙 , 1 👍 , and 1 🔸
I'll be scheduling it today",,,danielo#2815,993959458881405088,
994506679670542366,DEFAULT,1657179269474,9tails.eth | meetwithwallet.xyz#9821,"**Proposal - Cumulative roles for MWW**
Nowadays, our roles (lead, contributor and supporter) are uniquely assigned to each person... So, for example, if someone is the lead, and contributors are tagged, this person don't get a notification. Same logic goes for contributors and supporters. 
Instead of having this scenario, I propose roles to be cumulative, meaning, lead automatically gets contributor and supporter, and contributors automatically gets supporter. So, no more tagging 3 roles if you want to talk to everyone for example.

**IMPORTANT**: This proposal is ONLY for the MWW roles, not for RnDAO in general.

Thanks paulofonseca#1987 for the idea. @MeetWithWallet - Contributors please vote as well

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",paulofonseca#1987,@MeetWithWallet - Contributors,,,"yum#4666,9tails.eth | meetwithwallet.xyz#9821,👍🏾&falleco#4667,Drea#4787,danielo#2815,🤙&danielo#2815,☝️&paulofonseca#1987,🔸&Alex Ignez#6954,savioazb | UTC-3#4849,👍"
994165423744495666,REPLY,1657097907721,Technoshaman#5921,"That's a masterpiece, danielo#2815 ! I made 10 suggestions to improve it.",danielo#2815,,danielo#2815,993829905307541505,
993988138143846476,THREAD_CREATED,1657055639540,danielo#2815,deprecating channel,,,,,
993984859708080268,DEFAULT,1657054857900,paulofonseca#1987,"**Proposal – Merge the Public Events (Workstream) and the DAO Speaks (Unit)**
Since the creation of the DAO Speaks Unit, which will inherit all the public events tasks and work, there has been some confusion about where to talk about the public events work. So I proposed that we deprecate the existing <#949257166064340992> channel and start using only the <#991282451760549989> channel to work on public events

So, by agreeing with this proposal you agree to:
- Archive the <#949257166064340992> channel
- Remove 🧑‍💻Public Events as an emoji-react option on the <#967435225128923166> channel.
- Delete the roles @undefined and @undefined and give the @DAO Speaks - Supporter role to everybody that had at least one of the former ones

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,"@undefined,@undefined,@DAO Speaks - Supporter",,,"Fabs#8423,WaKa#6616,Drea#4787,Technoshaman#5921,danielo#2815,Elaheh#4125,talktoricardo#7252,RayKanani#0819,katerinabc#6667,sandeepdas#2062,👍&danielo#2815,☝️&paulofonseca#1987,🤙"
993970514295001159,THREAD_CREATED,1657051437687,Drea#4787,Proposal RnDAO's org design structure,,,,,
993959458881405088,DEFAULT,1657048801871,danielo#2815,"**Proposal: distribute the funds from the 'What's a DAO? Conceptual Foundations project**

We had a chat with katerinabc#6667 co-lead in that project to agree our split and propose the following distribution out of $12k total (minus transfer fees => so $11988.01199)

20% for RnDAO ($2397.602398)
10% for Daniel for biz dev ($1198.801199)

Of the remaining 70% ($8391.608392): 
We take a 'thank you' amount for UniPuff 🜐🐙#9571 ($125), Fabs#8423 ($125), and Caryn ($150) for their ad-hoc contributions to the project and feedback provided

of the remaining: $7991.608392 of project budget:
 37.5% for Katerina ($2996.853147)
 63.5% for Daniel ($5074.671329 )

**Total distribution:**
DAO WORK: $2397.602398
Unippuff: $125
Fabs: $125
Caryn: $150
Katerina:  $2996.853147
Daniel: $6273.472527

Additionally, this proposal suggests:
- moving <#967434194668109824> channel to a new category named ""Archived'
- delete the @What's a DAO - Supporter role


Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it","katerinabc#6667,UniPuff 🜐🐙#9571,Fabs#8423",@What's a DAO - Supporter,,,"Fabs#8423,Drea#4787,paulofonseca#1987,danielo#2815,katerinabc#6667,🤙&Elaheh#4125,👍&RayKanani#0819,🔸"
993829905307541505,DEFAULT,1657017913892,danielo#2815,"**Proposal: RnDAO's org design structure**

We're quickly growing the number of Units in RnDAO, and right now there isn't a shared system or even a shared naming convention across Units. This is likely to add complexity and reduce our ability to share learnings.

As such, this proposal aims to create said shared language (a shared ontology and taxonomy) with a few basic rules to define the building blocks from which we construct RnDAO's organisational structure.

Limitations:
- this proposal doesn't include yet a Canvas for DAO Work units, but such work is planned.

TLDR of what's included:
- RnDAO is divided in two key areas: Projects and DAO Work (same as it already is)
- Units are defined as the core operating unit for teams (making the current practice official)
- Roles are defined within Units in two categories: Membership Roles (define level of membership to the unit) and Functional Roles (define additional rights and responsibilities as needed).
- The process for adding/eliminating roles and appointing people to roles is defined (our current decision making process)
- 3 Membership Roles for DAO Work Units are defined: Supporters, Contributors, and Janitors.
And an extra Membership Role for Project Units: Project Coach
- Two required Functional Roles are also defined: Radiator (responsible for sharing info about the unit with the broader RnDAO community) and, for Projects, Compensation Manager (responsible for ensuring proper accounting of contributions to the Unit) 

https://intelligent-glove-386.notion.site/RnDAO-Structure-2e3679f0084a421ca706aa55594b35b7

Please react to this proposal (please see longer emoji explanations in proposal above, deleted from this due to character limit):
🤙 I commit
👍 I consent
☝️ I have a suggestion
✋ I object
🔸 I am not comfortable voting",,,,,"DavidRAllen#0228,Elaheh#4125,RayKanani#0819,9tails.eth | meetwithwallet.xyz#9821,👍&danielo#2815,katerinabc#6667,🤙&Drea#4787,paulofonseca#1987,✋"
992779251172507680,REPLY,1656767418426,paulofonseca#1987,This proposal has passed with 2 🤙 votes and 3 👍 votes. It was also executed already and the result is available in <#992778792248553562>,,,paulofonseca#1987,991751032881295461,"WaKa#6616,👍"
992427413646606346,REPLY,1656683533823,paulofonseca#1987,This proposal has passed with 6 🤙 votes and 1 👍 vote. It was also executed already and the result is available in <#992088089168195655>,,,paulofonseca#1987,991741046889385984,
992427176450342957,THREAD_CREATED,1656683477271,paulofonseca#1987,multisig channel proposal,,,,,
991807044443181071,THREAD_CREATED,1656535626279,katerinabc#6667,Private spreadsheet,,,,,
991751032881295461,DEFAULT,1656522272082,paulofonseca#1987,"**Proposal – Creating a private spreadsheet with the various RnDAO account credentials that only the multisig signers have access to**

*I know... this is not a security best practice... but I can't think of another solution right off the bat at the moment and I appreciate if could suggest something better.*

The problem is that RnDAO will always have accounts that rely on a single user logging in with an email/password pair. And whenever multiple people need to login into each service, they need to share those credentials and login by themselves with those credentials. We are talking about things like the RnDAO Twitter account, the newly created Gmail (Google) account, the newly created Zoom Pro account, and there will probably be more of those in the future and some others that we are already using but I'm not even remembering now.

So we need a way to store these credentials and distribute them to people, and keep track of who has them.

I propose that we create a private spreadsheet shared with only the multisig signers of RnDAO to store all of the credentials, and also other relevant data about using that service (for example, sometimes Twitter asks to confirm that the RnDAO's account phone number is danielo#2815 phone number because he was the one that created the account, same thing for the date of birth for example, so whoever else that logs into the RnDAO Twitter account needs to know Daniel's phone number or date of birth... yeah... it is what it is...) and also the list of people that each credential was shared with, so that we keep track of who knows which password.

Then, whenever someone that is not a multisig signer wants/needs to access a particular account, they just need to go to the #credentials channel and ask for a particular password. then, one of the multisig signers will go to the file, and copy/paste them the credentials so that they can use the account, and the multisig signer needs to add the name of the person that now knows the password for that service, into the spreadsheet.

This would mean that the decision to give a password to a requester would be done by one of the multisig signers that will be in the #credentials channel.

Also, the current state of affairs is that, me and Daniel are the only ones that know the Twitter password (I think, I'm actually not 100% sure) and I'm the only one that knows the RnDAO Gmail and Zoom account passwords because I just created both of them yesterday.

So, by agreeing with this proposal you agree to:
- Consent to having Paulo create a private spreadsheet and populate it with all current RnDAO credentials
- Follow this process of requesting a credential if you aren't a multisig signer, and to follow this process of giving and updating the spreadsheet if you are a multisig signer.
- Creating a new #credentials channel in the DAO Work category section of this discord.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",danielo#2815,,,,"Drea#4787,paulofonseca#1987,🤙&DavidRAllen#0228,Gnoman#3176,danielo#2815,👍"
991741046889385984,DEFAULT,1656519891236,paulofonseca#1987,"**Proposal – Creating a #multisig channel where all multisig transactions would be broadcasted**

In an effort to be more transparent about finances to the whole community, I propose that we create a #multisig channel in the DAO Work category of this discord server to accomplish several goals:

1 - bring awareness to everybody here (that has access to the DAO Work discord category) that RnDAO has a multisig, with funds in it, which is controlled by these particular signers (at the moment, Drea#4787, danielo#2815, RayKanani#0819 and me), and with these transactions flows.
2 - a place for the multisig signers to coordinate on creating transactions and approving them on time
3 - manage the up keeping of the Notion page that lists all multisig transactions (the databases in this notion page https://www.notion.so/Funds-Management-Process-8d79548a9c9240df891b5adf1f32f7b8 )
4 - anything else any of your thinks is a good idea for this

I already managed to create a spreadsheet ( https://docs.google.com/spreadsheets/d/1v2zXfhHpTGjVGUHjZIk36Aa2wXn8GZVRCwx4KP-4ZMs/edit?usp=sharing ) that automatically updates whenever a new transactions happens in our multisig, so now I only need to figure out a way to broadcast those new spreadsheet rows to the new discord channel.

Just for awareness and context, here are our current multisig addresses
ETH Network: https://gnosis-safe.io/app/eth:0x4A62ec005ad047FfE3Ab7828f050aD531DC86891/home
GNO Network: https://gnosis-safe.io/app/gno:0x5Cd8D32100466dc0d10236206db61BF18483D5A9/home

So, by agreeing with this proposal you agree to:
- Consent to having Paulo create a new #multisig channel under the DAO Work Discord server category
- Setting up an automation to broadcast new outgoing and incoming transactions from both our RnDAO ETH network multisig and our RnDAO GNO network multisig

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it","Drea#4787,danielo#2815,RayKanani#0819",,,,"Drea#4787,paulofonseca#1987,danielo#2815,Elaheh#4125,RayKanani#0819,katerinabc#6667,🤙&DavidRAllen#0228,👍"
991648913897574482,REPLY,1656497925019,9tails.eth | meetwithwallet.xyz#9821,This proposal has passed with 7 🤙... danielo#2815 can you implement it please,danielo#2815,,9tails.eth | meetwithwallet.xyz#9821,991015960666337340,"Drea#4787,Elaheh#4125,🤞&WaKa#6616,👍"
991015962562158692,DEFAULT,1656347017661,MEE6#4876,"GG 9tails.eth | meetwithwallet.xyz#9821, you just advanced to level 1!",9tails.eth | meetwithwallet.xyz#9821,,,,"danielo#2815,Elaheh#4125,🚀"
991015960666337340,DEFAULT,1656347017209,9tails.eth | meetwithwallet.xyz#9821,"**Proposal: incubate Meet With Wallet within RnDAO**

Meet with Wallet (MWW) provides an easy way to share your (or your DAO's) calendar and schedule meetings without any hassle or back-and-forth communication. All possible by simply connecting your crypto wallet. No registration needed, no more emails (only if you want to) - Information about your meetings is encrypted and kept private (only you have access), and only meeting time slots are public for an improved user experience. You know Calendly right? Same thing here, but for #web3!

More info https://meetwithwallet.xyz

MWW appreciates support through:

- Co-marketing and evangelizing the use of MWW
- We appreciate members of RnDAO using MWW and providing us with feedback
- Spotting and communicating to us user needs/pain points related to meeting scheduling/event organization/DAO coordination
- RnDAO members becoming contributors to the project

MWW will support RnDAO through:

- Co-marketing on all MWW channels (including members’ personal accounts)
- Interacting with RnDAO ecosystem (keeping up with what is happening in other projects) and connecting to opportunities when spotted
- Actively providing feedback on the incubation program and RnDAO structure

Please react to this proposal as follows:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it 

For details, please see the Team Agreement here: https://www.notion.so/Team-Agreement-MeetWithWallet-e03acf86a9d3468a9dff91356c402d3d",,,,,"Drea#4787,paulofonseca#1987,danielo#2815,Elaheh#4125,RayKanani#0819,katerinabc#6667,9tails.eth | meetwithwallet.xyz#9821,🤙"
989820827593756785,THREAD_CREATED,1656062075280,Elaheh#4125,Preliminary arrangement,,,,,
989810514567766016,REPLY,1656059616463,Elaheh#4125,This proposal has passed with 3 🤙 | 4 👍  | 2☝️ and 1 ❤️  votes. I will arrange a kick-off meeting to plan the unit activities.,,,Elaheh#4125,988753841535189052,
989603080683270145,REPLY,1656010160371,paulofonseca#1987,This proposal has passed with 5 🤙 votes and 2 👍 votes. I will implement and set it up tomorrow,,,paulofonseca#1987,988860442044678144,"RayKanani#0819,✨"
989008365470482486,THREAD_CREATED,1655868369215,WaKa#6616,Decision Making,,,,,
988873317538742315,THREAD_CREATED,1655836171279,paulofonseca#1987,Buying a Pro Zoom account and Transcribing service,,,,,
988860442044678144,DEFAULT,1655833101522,paulofonseca#1987,"**Proposal: Buying a Pro Zoom account for our RnDAO events and research user interviews**
We've been using my company's Google Apps account to be able to record the public events and it is always a hassle to set it up and give permissions to everybody (that is outside of my company) to be able to record the events and the overall recording quality is not that good. By using Zoom, instead of Google Meet, we could potential have better quality recordings of the talks and user research interviews, and we could also integrate with 3rd party transcribing services that would give us the captions for the public event videos to be uploaded into youtube and transcripts for the user research interviews to be analysed later.

I envision that we can use a Pro Zoom account, which is $149.90 per year (minus a 30% discount for the first year that we can use) and a free https://listener.app or  https://otter.ai or https://tldv.io account, that would allow us to annotate calls live or afterwards, and would provide us with the text transcripts as well.

We would setup this account with an email and password that a few of us would have access to and would be able to share it between all the efforts in RnDAO that would need something like this. 

So, by agreeing with this proposal you agree to:
- Consent to having Paulo setup these accounts and integrations with an RnDAO email and password to be shared among the ones that need to use this
- Creating a rndao@gmail.com (or something similar that would still be available) email account so that we can have a generic email for RnDAO and to be able to use this email as the login email for these services
- Buying the Zoom PRO account with the RnDAO email
- Pay back 104.93 DAI to Paulo for the annual payment of this Zoom Pro account (as per the attached screenshot where you can see a charge of $104.93 after the 30% discount code)
- Using this zoom account and transcribing service in future public events
– Using this zoom account and transcribing service in future user research interviews

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"Drea#4787,Technoshaman#5921,paulofonseca#1987,danielo#2815,Elaheh#4125,🤙&Elaheh#4125,🤞&Fabs#8423,katerinabc#6667,👍"
988848374126088285,THREAD_CREATED,1655830224306,katerinabc#6667,How to assess,,,,,
988806891104788570,REPLY,1655820333983,danielo#2815,"This proposal has passed with 3 🤙 and 1 ✋

i'm executing now but as it's been contentious, I'll also schedule a reminder to reopen the discussion in 2 weeks",,,danielo#2815,987359175304704060,
988781782923087893,DEFAULT,1655814347726,danielo#2815,"**Proposal: update to decision-making process**
For Units, we could set it so that:
If every Lead+Contributor to a Unit reacts to a proposal, there's no need to wait for 48h before the proposer can close the proposal and call the result.

This can enable small teams to move faster

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"Drea#4787,Technoshaman#5921,Elaheh#4125,RayKanani#0819,👍&DavidRAllen#0228,danielo#2815,🤙&katerinabc#6667,🔸"
988753841535189052,DEFAULT,1655807685980,Elaheh#4125,"**Proposal: development and operations of DAO Speak Unit**

It’s been months that our community is suffering the lack of organized communication and planned marketing and in the past weeks the idea of creation of “DAO Speak” unit has flourished. This proposal aims to take the first step to define this unit attributes:

`Purpose`
Raise awareness of web3 ecosystem about RnDAO to improve engagement and promote interest toward it
Engage and inform the community about units activities and achievements
Share learning knowledge and explore opportunities to support the growth of community and attract builders

`Responsibilities/Accountabilities`
Social medias management and sentiment analysis
Finding conferences
public speaking arrangement
Email marketing and public event traffic analysis
Updating public announcement channel
Content generation

`Permissions/Access/Rights/Authorizations`
Access and permission to use social medias official accounts
Authorization to Communicate with conferences, other organization and individuals
Permission to use the recorded videos and articles for content generation
Permission to participate in all units’ events

`Domains/Decision rights`
Having an appealing website that serves key communication needs of RnDAO
Branding

`Relationship to other roles & circles`
Coordinate with core contributors to ensure strategic alignment with organizational objectives
Coordinate with each unit radiator(s) to be informed about in progress activities

Please react to this proposal (The descriptions of emojis have been removed to save space for adding suggestions)
🤙 I commit
👍 I consent
☝️ I have a suggestion
✋ I object
🔸 I am not comfortable voting",,,,,"danielo#2815,❤️&Technoshaman#5921,danielo#2815,☝️&Drea#4787,danielo#2815,RayKanani#0819,katerinabc#6667,👍&paulofonseca#1987,Elaheh#4125,Harsha#5967,🤙"
988741053198761994,REPLY,1655804637003,katerinabc#6667,This proposal has passed with 6 🤙 votes. I will execute it later today.,,,katerinabc#6667,987362055508078622,"Elaheh#4125,🙌&WaKa#6616,👌"
987362055508078622,DEFAULT,1655475858333,katerinabc#6667,"**Proposal to change the channel twitter-n-youtube-feed to share-the-love**

Based on messages, it seems that the purpose of the channel *twitter-n-youtube-feed* is for RnDAO members to be aware of RnDAOs social media activity and to promote it. The current channel title creates the impression that the sole purpose of the channel is to make RnDAO members aware of its social media activity. 


Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"DavidRAllen#0228,Drea#4787,paulofonseca#1987,danielo#2815,Elaheh#4125,RayKanani#0819,🤙"
